EVENT DATE,Program,MUNICIPALITY, REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
22/02/2022,Health Care Health & Safety Program,Etobicoke,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
22/02/2022,Industrial Health & Safety Program,Mississauga,Central West,913130,Municipal Police Services,PLCE,Police,50 or More
22/02/2022,Health Care Health & Safety Program,Windsor,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
23/02/2022,Industrial Health & Safety Program,New Hamburg,Western,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
23/02/2022,Industrial Health & Safety Program,Strathroy,Western,913140,Municipal Fire-Fighting Services,FIRE,Fire Fighting,
23/02/2022,Industrial Health & Safety Program,Burlington,South Western,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
23/02/2022,Industrial Health & Safety Program,Balmertown,Northern,444110,Home Centres,RETL,Retail,50 or More
23/02/2022,Health Care Health & Safety Program,Wyoming,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
23/02/2022,Industrial Health & Safety Program,Newmarket,Central West,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
23/02/2022,Construction Health & Safety Program,Smithville,South Western,236110,Residential Building Construction,RESS,Single Family Housing,6 to 19
23/02/2022,Health Care Health & Safety Program,Mississauga,Central West,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,
23/02/2022,Health Care Health & Safety Program,Etobicoke,Central East,624190,Other Individual and Family Services,POAA,Professional Offices & Agencies,50 or More
23/02/2022,Industrial Health & Safety Program,HAMILTON,South Western,325610,Soap and cleaning compound manufacturing,INDS,Industrial Services,
23/02/2022,Industrial Health & Safety Program,Pickering,,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
23/02/2022,Industrial Health & Safety Program,Burlington,South Western,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
23/02/2022,Industrial Health & Safety Program,HAMILTON,South Western,611110,Elementary and Secondary Schools,EDUC,Education,
23/02/2022,Industrial Health & Safety Program,Oshawa,Central East,238910,Site Preparation Contractors,INDS,Industrial Services,
23/02/2022,Health Care Health & Safety Program,Scarborough,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
23/02/2022,Industrial Health & Safety Program,Tilbury,Western,561990,All Other Support Services,RETL,Retail,1 to 5
23/02/2022,Industrial Health & Safety Program,Waterloo,Western,913140,Municipal Fire-Fighting Services,FIRE,Fire Fighting,1 to 5
23/02/2022,Industrial Health & Safety Program,Toronto,Central East,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
23/02/2022,Industrial Health & Safety Program,Brampton,Central West,721120,Casino Hotels,SERV,"Tourism, Hospitality & Recreational Services",
23/02/2022,Industrial Health & Safety Program,LONDON,Western,452991,Home and Auto Supplies Stores,VEHS,Vehicle Sales & Service,50 or More
23/02/2022,Construction Health & Safety Program,Comber,Western,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
23/02/2022,Industrial Health & Safety Program,Richmond Hill,Central West,721120,Casino Hotels,SERV,"Tourism, Hospitality & Recreational Services",
24/02/2022,Industrial Health & Safety Program,Thunder Bay,Northern,914110,Aboriginal Public Administration,RETL,Retail,50 or More
24/02/2022,Health Care Health & Safety Program,Listowel,Western,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
24/02/2022,Construction Health & Safety Program,Cambridge,Western,913190,Other Municipal Protective Services,RESS,Single Family Housing,1 to 5
24/02/2022,Industrial Health & Safety Program,North York,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
24/02/2022,Industrial Health & Safety Program,Scarborough,Central East,624190,Other Individual and Family Services,GOVT,Government,50 or More
24/02/2022,Health Care Health & Safety Program,Orleans,Eastern,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
24/02/2022,Industrial Health & Safety Program,Watford,Western,336110,Automobile and light-duty motor vehicle manufacturing,AUTO,Automotive,50 or More
24/02/2022,Industrial Health & Safety Program,Toronto,Central East,713920,Skiing Facilities,SERV,"Tourism, Hospitality & Recreational Services",50 or More
24/02/2022,Industrial Health & Safety Program,Concord,Central West,321999,All Other Miscellaneous Wood Product Manufacturing,LOGS,Logging & Sawmills,
24/02/2022,Industrial Health & Safety Program,Burlington,South Western,611110,Elementary and Secondary Schools,EDUC,Education,
24/02/2022,Industrial Health & Safety Program,Kitchener,Western,332311,Prefabricated Metal Building and Component Manufacturing,FABR,Wood & Metal Fabrication,50 or More
25/02/2022,Industrial Health & Safety Program,Mississauga,Central West,611110,Elementary and Secondary Schools,EDUC,Education,
25/02/2022,Industrial Health & Safety Program,Windsor,Western,611110,Elementary and Secondary Schools,EDUC,Education,
25/02/2022,Industrial Health & Safety Program,Nanticoke,South Western,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,6 to 19
25/02/2022,Industrial Health & Safety Program,Nairn Centre,Northern,313110,"Fibre, Yarn and Thread Mills",TEXT,"Textiles, Printing",50 or More
25/02/2022,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
25/02/2022,Health Care Health & Safety Program,Exeter,Western,621610,Home Health Care Services,NSER,Nursing Services,50 or More
25/02/2022,Industrial Health & Safety Program,Guelph,Western,311515,"Butter, Cheese, and Dry and Condensed Dairy Product Manufacturing",FOOD,"Food, Beverage & Tobacco",50 or More
25/02/2022,Health Care Health & Safety Program,ORILLIA,Central West,621610,Home Health Care Services,NSER,Nursing Services,50 or More
25/02/2022,Industrial Health & Safety Program,Barrie,Central West,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
25/02/2022,Health Care Health & Safety Program,Alliston,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
25/02/2022,Industrial Health & Safety Program,Collingwood,Central West,913130,Municipal Police Services,GOVT,Government,
25/02/2022,Industrial Health & Safety Program,Brampton,Central West,339990,All Other Miscellaneous Manufacturing,TEXT,"Textiles, Printing",50 or More
25/02/2022,Industrial Health & Safety Program,Stoney Creek,South Western,445210,Meat Markets,FOOD,"Food, Beverage & Tobacco",
25/02/2022,Industrial Health & Safety Program,Woodstock,Western,484229,"Other Specialized Freight (except Used Goods) Trucking, Local",TRAN,Transportation,20 to 49
26/02/2022,Construction Health & Safety Program,Etobicoke,Central East,237990,Other Heavy and Civil Engineering Construction,RAIL,Railway,50 or More
27/02/2022,Construction Health & Safety Program,Hannon,South Western,238170,Siding Contractors,RESS,Single Family Housing,1 to 5
27/02/2022,Industrial Health & Safety Program,Pickering,Central East,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
27/02/2022,Industrial Health & Safety Program,BRANTFORD,South Western,111999,All Other Miscellaneous Crop Farming,FARM,Farming,1 to 5
27/02/2022,Industrial Health & Safety Program,Binbrook,South Western,713110,Amusement and Theme Parks,SERV,"Tourism, Hospitality & Recreational Services",50 or More
28/02/2022,Industrial Health & Safety Program,ORILLIA,Central West,333248,All other industrial machinery manufacturing,FABR,Wood & Metal Fabrication,50 or More
28/02/2022,Industrial Health & Safety Program,Windsor,Western,445310,"Beer, Wine and Liquor Stores",RETL,Retail,6 to 19
28/02/2022,Construction Health & Safety Program,Toronto,Central East,238910,Site Preparation Contractors,EXCA,Excavation,1 to 5
28/02/2022,Industrial Health & Safety Program,Toronto,Central East,611710,Educational Support Services,EDUC,Education,6 to 19
28/02/2022,Industrial Health & Safety Program,TRENTON,Eastern,913110,Municipal Courts of Law,GOVT,Government,6 to 19
28/02/2022,Construction Health & Safety Program,Concord,Central West,236110,Residential Building Construction,RESS,Single Family Housing,20 to 49
28/02/2022,Health Care Health & Safety Program,Woodbridge,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
28/02/2022,Industrial Health & Safety Program,Sioux Lookout,Northern,488990,Other support activities for transportation,NECI,NEC - Industrial,
28/02/2022,Industrial Health & Safety Program,Kitchener,Western,561110,Office Administrative Services,OFFS,Offices & Related Services,
28/02/2022,Industrial Health & Safety Program,Oakville,South Western,311511,Fluid Milk Manufacturing,WHLS,Wholesalers,50 or More
28/02/2022,Industrial Health & Safety Program,Oshawa,Central East,332118,Stamping,AUTO,Automotive,50 or More
28/02/2022,Industrial Health & Safety Program,Toronto,Central East,811199,All Other Automotive Repair and Maintenance,VEHS,Vehicle Sales & Service,6 to 19
28/02/2022,Industrial Health & Safety Program,Stayner,Central West,311511,Fluid Milk Manufacturing,WHLS,Wholesalers,50 or More
13/03/2022,Industrial Health & Safety Program,Oshawa,Central East,713940,Fitness and Recreational Sports Centres,NECI,NEC - Industrial,6 to 19
14/03/2022,Industrial Health & Safety Program,Breslau,South Western,485210,Interurban and Rural Bus Transportation,TRAN,Transportation,50 or More
14/03/2022,Health Care Health & Safety Program,Tillsonburg,Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
14/03/2022,Industrial Health & Safety Program,Toronto,Central East,611310,Universities,EDUC,Education,50 or More
14/03/2022,Health Care Health & Safety Program,Niagara-on-the-Lake,South Western,622210,Psychiatric and Substance Abuse Hospitals,HOSP,Hospitals,50 or More
14/03/2022,Industrial Health & Safety Program,BARRIE,Central West,452991,Home and Auto Supplies Stores,VEHS,Vehicle Sales & Service,50 or More
14/03/2022,Industrial Health & Safety Program,Waterloo,Western,332710,Machine Shops,FABR,Wood & Metal Fabrication,50 or More
14/03/2022,Industrial Health & Safety Program,Barrie,Central West,333246,Rubber and plastics industry machinery manufacturing,CHEM,"Chemical, Rubber & Plastics",1 to 5
15/03/2022,Industrial Health & Safety Program,White River,Northern,445210,Meat Markets,RETL,Retail,20 to 49
15/03/2022,Industrial Health & Safety Program,Oakville,South Western,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,20 to 49
15/03/2022,Industrial Health & Safety Program,Fauquier-Strickland,Northern,484229,"Other Specialized Freight (except Used Goods) Trucking, Local",TRAN,Transportation,6 to 19
15/03/2022,Industrial Health & Safety Program,Thunder Bay,Northern,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
15/03/2022,Industrial Health & Safety Program,LONDON,Western,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,50 or More
15/03/2022,Health Care Health & Safety Program,CHATHAM,Western,621610,Home Health Care Services,NSER,Nursing Services,50 or More
15/03/2022,Industrial Health & Safety Program,Pickering,Central East,311990,All Other Food Manufacturing,FOOD,"Food, Beverage & Tobacco",50 or More
15/03/2022,Industrial Health & Safety Program,Welland,South Western,332999,All other miscellaneous fabricated metal product manufacturing,INDS,Industrial Services,
15/03/2022,Health Care Health & Safety Program,Oshawa,Central East,621610,Home Health Care Services,NSER,Nursing Services,50 or More
15/03/2022,Industrial Health & Safety Program,LONDON,Western,326193,Motor Vehicle Plastic Parts Manufacturing,AUTO,Automotive,50 or More
15/03/2022,Health Care Health & Safety Program,CAMBRIDGE,Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
16/03/2022,Industrial Health & Safety Program,North York,Central East,444130,Hardware Stores,RETL,Retail,
16/03/2022,Industrial Health & Safety Program,Richmond Hill,Central West,452999,All Other Miscellaneous General Merchandise Stores,RETL,Retail,
16/03/2022,Industrial Health & Safety Program,Gormley,Central East,493110,General Warehousing and Storage,RETL,Retail,50 or More
16/03/2022,Industrial Health & Safety Program,Mississauga,Central West,311515,"Butter, Cheese, and Dry and Condensed Dairy Product Manufacturing",FOOD,"Food, Beverage & Tobacco",50 or More
16/03/2022,Industrial Health & Safety Program,Fort Erie,South Western,444110,Home Centres,RETL,Retail,50 or More
16/03/2022,Industrial Health & Safety Program,North York,Central East,321999,All Other Miscellaneous Wood Product Manufacturing,LOGS,Logging & Sawmills,50 or More
17/03/2022,Industrial Health & Safety Program,Brampton,Central West,326198,All Other Plastic Product Manufacturing,CHEM,"Chemical, Rubber & Plastics",6 to 19
17/03/2022,Industrial Health & Safety Program,Milton,South Western,611710,Educational Support Services,EDUC,Education,
17/03/2022,Industrial Health & Safety Program,Mississauga,Central West,811199,All Other Automotive Repair and Maintenance,AUTO,Automotive,1 to 5
17/03/2022,Health Care Health & Safety Program,Etobicoke,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
17/03/2022,Industrial Health & Safety Program,Oshawa,Central East,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
