Accident_Date,Worker_age,Occupation_Category_Code,Occupation_Category_Description,Occupation_Code,Occupation_Description,Worker_Experience_in_Years,Accident_Source_Category_Description1,Source_Category_Description2,Accident_Category_Description,Accident_Place_Description,Organization_City,Organization_Province_Code,Industry_Sector_Description
5/17/2024,51,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",0.5,LADDERS--MOVABLE,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,GUELPH,ON,INDUSTRIAL
9/17/2024,60,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,"HIGHWAY VEHICLE, UNS",PERSON--OTHER THAN INJURED OR ILL WORKER,"PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,INDUSTRIAL
9/7/2024,27,421,"PARALEGALS, SOC. SERV. WRKRS. & OCCUPS. IN EDUC. & REL., NEC",4215,EARLY CHILDHOOD EDUCATORS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",GROUND,BODILY REACTION,PLACE NOT SPECIFIED,OWEN SOUND,ON,HEALTH CARE
9/10/2024,31,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,0.5,OTHER MACHINERY,UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,PUBLIC BUILDINGS.,KANATA,ON,TRANSPORTATION
9/5/2024,64,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,"HIGHWAY VEHICLE, UNS",TRUCK,HIGHWAY ACCIDENT,PLACE NOT SPECIFIED,BURLINGTON,ON,TRANSPORTATION
9/11/2024,67,624,CHEFS AND COOKS,6243,COOKS,0.5,FLOORS,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER",FALL ON SAME LEVEL,PLACE NOT SPECIFIED,BRAMPTON,ON,INDUSTRIAL
9/16/2024,39,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,TORONTO,ON,INDUSTRIAL
9/15/2024,46,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,BRAMPTON,ON,CONSTRUCTION
9/25/2024,44,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,"FURNITURE, UNS",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,KESWICK,ON,TRANSPORTATION
9/14/2024,54,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"WOOD, LUMBER","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,HOME.,NIAGARA FALLS,ON,MANUFACTURING
9/10/2024,43,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9412,"MACHINE OPERATORS, MINERAL AND METAL PROCESSING",0.5,"MACHINE, TOOL, & ELECTRIC PARTS, N.E.C.",TURNING HANDTOOLS--POWERED,STRUCK BY OBJECT,INDUSTRIAL SITE.,HAMILTON,ON,MANUFACTURING
10/3/2024,31,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,AUTOMOBILE,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,TORONTO,ON,CONSTRUCTION
12/16/2023,31,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,FLOORS,"SKIDS, PALLETS",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,TORONTO,ON,INDUSTRIAL
9/20/2024,40,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,CHAIRS,FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,HALTON HILLS,ON,INDUSTRIAL
7/16/2024,66,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9618,"LABOURERS IN FOOD, BEVERAGE AND TOBACCO PROCESSING",0.5,"SKIDS, PALLETS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,MINE OTHER - REFINERY (GOLD).,KITCHENER,ON,FOOD
9/18/2024,28,224,TECHNICAL OCCUPS. IN ELECTRONICS AND ELECTRICAL ENGINEERING,2244,INDUSTRIAL INSTRUMENT TECHNICIANS AND MECHANICS,0.5,LADDERS--MOVABLE,UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,BRAMPTON,ON,INDUSTRIAL
12/29/2020,53,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,12,"FLOORS, WALKWAYS, GROUND SURFACES, UNS",WEATHER AND ATMOSPHERIC CONDITIONS,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,SCOTLAND,ON,CONSTRUCTION
10/26/2021,61,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,10,FLOORS,"BOXES, CRATES, CARTONS",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,THORNLOE,ON,SERVICES
9/14/2021,30,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,CONCORD,ON,INDUSTRIAL
10/9/2021,26,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,GROUND,"TARPS; PLASTIC, OR FABRIC SHEETING",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,GODERICH,ON,TRANSPORTATION
11/6/2021,42,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,PETERBOROUGH,ON,INDUSTRIAL
9/23/2021,59,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,2,STRUCTURAL METAL MATERIALS,UNKNOWN,STRUCK BY OBJECT,INDUSTRIAL SITE.,POINTE-CLAIRE,QC,TRANSPORTATION
10/8/2021,34,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7253,"STEAMFITTERS, PIPEFITTERS AND SPRINKLER SYSTEM INSTALLERS",1,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,BARRIE,ON,CONSTRUCTION
9/17/2021,37,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,,PARKING LOTS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,STONEY CREEK,ON,SERVICES
10/12/2021,39,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9415,"CONCRETE, CLAY AND STONE FORMING OPERATORS",2,"TREES, LOGS",OTHER SPECIAL PROCESS MACHINERY,STRUCK BY OBJECT,PUBLIC BUILDINGS.,WINDSOR,ON,CONSTRUCTION
10/22/2021,62,521,"TECHNICAL OCCUPS. IN LIBRARIES,ARCHIVES, MUSEUMS & GALLERIES",5212,LIBRARY AND ARCHIVE TECHNICIANS AND ASSISTANTS,3,FLOORS,"STAIRS, STEPS",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,HAMILTON,ON,MANUFACTURING
10/27/2021,37,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9613,LABOURERS IN METAL FABRICATION,9,MACHINE AND APPLIANCE PARTS,"CART, DOLLY, HANDTRUCK",STRUCK BY OBJECT,FARM.,POINTE-CLAIRE,QC,MANUFACTURING
12/16/2021,35,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",0.5,FASTENERS,"VEHICLE & MOBILE EQUIP. PARTS, N.E.C.",STRUCK BY OBJECT,PLACE NOT SPECIFIED,THORNHILL,ON,INDUSTRIAL
10/28/2021,41,922,"SUPERVISORS, ASSEMBLY AND FABRICATION",9227,"SUPERVISORS, OTHER MECHANICAL AND METAL PRODUCTS MANUFACTURI",8,BUS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,GLENCOE,ON,SERVICES
10/29/2021,66,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9415,"CONCRETE, CLAY AND STONE FORMING OPERATORS",0.5,GROUND,"SCAFFOLDS, STAGING",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,LONDON,ON,CONSTRUCTION
11/16/2021,40,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,1,GROUND,"WOOD, LUMBER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,HAVELOCK,ON,CONSTRUCTION
11/5/2021,68,661,CASHIERS,6612,CASHIERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","TARPS; PLASTIC, OR FABRIC SHEETING",FALL ON SAME LEVEL,FARM.,SCARBOROUGH,ON,INDUSTRIAL
1/31/2021,38,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,4,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","STRUCTURES & SURFACES, N.E.C.",BODILY REACTION,INDUSTRIAL SITE.,OTTAWA,ON,MUNICIPAL
1/13/2021,38,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7314,REFRIGERATION AND AIR CONDITIONING MECHANICS,1,LIQUIDS,HEATING AND COOKING MACHINERY AND APPLIANCES,CONTACT WITH TEMPERATURE EXTREMES,PUBLIC BUILDINGS.,SPRINGWATER,ON,CONSTRUCTION
1/25/2021,25,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7246,TELECOMMUNICATIONS LINE AND CABLE WORKERS,0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,ETOBICOKE,ON,CONSTRUCTION
1/23/2021,48,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,2,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,STREET AND HIGHWAY.,GUELPH,ON,SERVICES
1/17/2021,28,522,"PHOTOGRAPHERS, GRAPHIC ARTS TECHS. & TECH. OCCUPS. IN MOTION",5227,"OTHER TECHNICAL OCCUPATIONS IN MOTION PICTURES, BROADCASTING",,"FOOD PRODUCTS, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,HAMILTON,ON,MANUFACTURING
1/26/2021,22,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9615,"LABOURERS IN WOOD, PULP AND PAPER PROCESSING",,FLOORS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,MANUFACTURING
2/4/2021,47,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7254,GAS FITTERS,3,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER","CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER",STRUCK BY OBJECT,PLACE NOT SPECIFIED,MARKHAM,ON,CONSTRUCTION
1/22/2021,42,666,CLEANERS,6662,LIGHT DUTY CLEANERS,1,"BEDS, BEDDING, MATTRESSES","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,MISSISSAUGA,ON,INDUSTRIAL
2/14/2021,63,861,PRIMARY PRODUCTION LABOURERS,8615,MINE LABOURERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,TORONTO,ON,MANUFACTURING
1/9/2021,31,737,"CRANE OPERATORS, DRILLERS AND BLASTERS",7372,CRANE OPERATORS,0.5,"WOOD, LUMBER",GROUND,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,MISSISSAUGA,ON,CONSTRUCTION
1/16/2021,77,65,MANAGERS IN OTHER SERVICES,652,OTHER SERVICES MANAGERS,18,GROUND,"STAIRS, STEPS",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,BURLINGTON,ON,MANUFACTURING
1/31/2021,36,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,16,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,UNIONVILLE,ON,CONSTRUCTION
1/18/2021,35,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,6,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,WINGHAM,ON,CONSTRUCTION
1/10/2021,50,421,"PARALEGALS, SOC. SERV. WRKRS. & OCCUPS. IN EDUC. & REL., NEC",4213,COMMUNITY AND SOCIAL SERVICE WORKERS,18,"STREET, ROAD",WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,L'ANCIENNE-LORETTE,QC,HEALTH CARE
2/14/2021,38,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,,DOORS,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,BOLTON,ON,SERVICES
1/26/2021,72,665,SECURITY GUARDS AND RELATED OCCUPATIONS,6652,SECURITY GUARDS AND RELATED OCCUPATIONS,,"STREET, ROAD","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,NIAGARA FALLS,ON,SERVICES
1/5/2021,64,216,"MATHEMATICIANS, SYSTEMS ANALYSIS AND COMPUTER PROGRAMMERS",2164,COMPUTER PROGRAMMERS,11,FLOORS,"PETROLEUM FUELS, DISTILLATES, PRODUCTS, N.E.C.",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,ETOBICOKE,ON,TRANSPORTATION
2/3/2023,66,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,HATFIELD,,HEALTH CARE
1/16/2024,138,1,LEGISLATORS AND SENIOR MANAGEMENT,17,"SENIOR MANAGERS - GOODS PRODUCTION, UTILITIES, TRANSPORTATIO",0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,DRAYTON,ON,CONSTRUCTION
3/11/2024,27,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,ESPANOLA,ON,MANUFACTURING
4/28/2024,35,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"OTHER STEAM, VAPOUR, LIQUIDS, N.E.C.",OTHER SOURCES,CONTACT WITH TEMPERATURE EXTREMES,PUBLIC BUILDINGS.,CAMPBELLFORD,ON,CONSTRUCTION
1/17/2024,47,421,"PARALEGALS, SOC. SERV. WRKRS. & OCCUPS. IN EDUC. & REL., NEC",4213,COMMUNITY AND SOCIAL SERVICE WORKERS,0.5,GROUND,"MAMMALS, EXCEPTS HUMANS",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,SAULT STE. MARIE,ON,HEALTH CARE
7/10/2021,57,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,GROUND,"STAIRS, STEPS",FALL TO LOWER LEVEL,"PARKING LOT, PARKING PLACE N.E.S.",WINDSOR,ON,CONSTRUCTION
9/30/2021,39,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7266,WELDERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,HOME.,SUDBURY,ON,CONSTRUCTION
9/14/2021,56,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,10,GROUND,TRUCK,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,KITCHENER,ON,CONSTRUCTION
8/25/2021,50,315,NURSE SUPERVISORS AND REGISTERED NURSES,3153,REGISTERED NURSES,9,HEALTH CARE PATIENT OR RESIDENT OF HEALTH CARE FACILITY,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","ASSAULTS, VIOLENT ACTS AND HARASSMENT BY PERSON(S)",INDUSTRIAL SITE.,TORONTO,ON,HEALTH CARE
8/9/2021,32,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",GROUND,BODILY REACTION,INDUSTRIAL SITE.,MANOTICK,ON,CONSTRUCTION
8/12/2021,59,31,"MANAGERS IN HEALTH, EDUCATION, SOCIAL AND COMMUNITY SERVICES",312,MANAGERS IN HEALTH CARE,5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,BRANTFORD,ON,SERVICES
10/1/2021,25,742,HEAVY EQUIPMENT OPERATORS,7422,HEAVY EQUIPMENT OPERATORS (EXCEPT CRANE),,"VEHICLE & MOBILE EQUIP. PARTS, N.E.C.","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,ARTHUR,ON,CONSTRUCTION
9/1/2021,58,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH SERVICES,3414,NURSE AIDES AND ORDERLIES,2,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","STAIRS, STEPS",BODILY REACTION,PUBLIC BUILDINGS.,YORK.,ON,HEALTH CARE
8/26/2021,56,666,CLEANERS,6662,LIGHT DUTY CLEANERS,10,FLOORS,LIQUIDS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MARKHAM,ON,SERVICES
9/13/2021,70,666,CLEANERS,6662,LIGHT DUTY CLEANERS,,"WOOD, LUMBER",OTHER SOURCES,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,SAULT STE. MARIE,ON,HEALTH CARE
8/17/2021,24,721,"CONTRACTORS AND SUPERVISORS, TRADES AND RELATED WORKERS",7219,"CONTRACTORS AND SUPERVISORS, OTHER CONSTRUCTION TRADES, INST",,GROUND,"ROPES, TIES",FALL TO LOWER LEVEL,HOME.,MULMUR,ON,CONSTRUCTION
8/27/2021,27,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,HOME.,NEPEAN,ON,CONSTRUCTION
9/14/2021,40,621,SALES AND SERVICE SUPERVISORS,6212,RETAIL TRADE SUPERVISORS,10,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",GROUND,BODILY REACTION,"PARKING LOT, PARKING PLACE N.E.S.",NIAGARA FALLS,ON,SERVICES
9/10/2021,27,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,CONCORD,ON,INDUSTRIAL
9/17/2021,65,947,PRINTING MACHINE OPERATORS AND RELATED OCCUPATIONS,9472,PRINTING MACHINE OPERATORS,8,"SKIDS, PALLETS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,SMITHS FALLS,ON,CHEMICAL/PROCESS
9/11/2021,27,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,NORTH YORK,ON,INDUSTRIAL
8/25/2021,61,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,8,GROUND,"SKIDS, PALLETS",FALL TO LOWER LEVEL,HOME.,ETOBICOKE,ON,SERVICES
10/24/2021,54,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"OTHER FLOORS, WALKWAYS, GROUND SURFACES",TRUCK,STRUCK BY OBJECT,PLACE NOT SPECIFIED,DORCHESTER,ON,TRANSPORTATION
10/6/2021,57,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,6,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","BOXES, CRATES, CARTONS",BODILY REACTION,INDUSTRIAL SITE.,PETERBOROUGH,ON,SERVICES
9/23/2021,62,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,4,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,CALGARY,AB,SERVICES
9/12/2021,37,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,,FORKLIFT,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PLACE NOT SPECIFIED,NORTH BAY,ON,SERVICES
9/3/2021,38,726,"METAL FORMING, SHAPING AND ERECTING OCCUPATIONS",7262,SHEET METAL WORKERS,12,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",UNKNOWN,BODILY REACTION,FARM.,ETOBICOKE,ON,TRANSPORTATION
9/5/2021,28,222,TECHNICAL OCCUPATIONS IN LIFE SCIENCES,2226,LANDSCAPE AND HORTICULTURAL TECHNICIANS AND SPECIALISTS,,"CART, DOLLY, HANDTRUCK","PLANTS, TREES, VEGETATION--NOT PROCESSED, N.E.C.",FALL ON SAME LEVEL,HOME.,LONDON,ON,MANUFACTURING
8/21/2021,26,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,"FLOORS, WALKWAYS, GROUND SURFACES, UNS","LADDERS, UNS",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,SALFORD,ON,CONSTRUCTION
8/9/2021,28,666,CLEANERS,6662,LIGHT DUTY CLEANERS,2,"PLUMBING FIXTURES, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,STREET AND HIGHWAY.,WATERLOO,ON,SERVICES
8/29/2021,56,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9517,OTHER METAL PRODUCTS MACHINE OPERATORS,1,"TANKS, BINS, VATS","FLOOR COVERINGS, NONSTRUCTURAL",FALL ON SAME LEVEL,INDUSTRIAL SITE.,BURLINGTON,ON,MANUFACTURING
8/21/2021,28,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,,"VEHICLE, UNS",PERSON--OTHER THAN INJURED OR ILL WORKER,"PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT","RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",NIAGARA FALLS,ON,TRANSPORTATION
8/29/2021,66,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",4,FLOORS,"LADDERS, UNS",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,NEPEAN,ON,CHEMICAL/PROCESS
4/7/2021,58,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,SHARON,ON,MANUFACTURING
11/2/2021,44,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7442,RESIDENTIAL AND COMMERCIAL INSTALLERS AND SERVICERS,0.5,"BRICKS, BLOCKS, STRUCTURAL STONE","SKIDS, PALLETS",STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,OAKVILLE,ON,CONSTRUCTION
11/19/2021,39,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",0.5,"TANKS, BINS, VATS",PARTS & MATERIALS,STRUCK BY OBJECT,HOME.,MAPLE,ON,INDUSTRIAL
9/5/2021,41,323,OTHER TECHNICAL OCCUPATIONS IN HEALTH CARE (EXCEPT DENTAL),3234,REGISTERED NURSING ASSISTANTS,,GROUND,"STAIRS, STEPS",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,ETOBICOKE,ON,HEALTH CARE
10/3/2021,43,224,TECHNICAL OCCUPS. IN ELECTRONICS AND ELECTRICAL ENGINEERING,2243,ELECTRONIC SERVICE TECHNICIANS (HOUSEHOLD AND BUSINESS EQUIP,9,CHAIRS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,HAMILTON,ON,MANUFACTURING
11/8/2021,56,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,MARKHAM,ON,MANUFACTURING
11/15/2021,39,661,CASHIERS,6612,CASHIERS,10,"STREET, ROAD","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",WHITBY,ON,SERVICES
10/4/2021,60,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"METAL MATERIALS--NONSTRUCTURAL, N.E.C.","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,STREET AND HIGHWAY.,SUE SAULT MARIE,ON,CONSTRUCTION
8/8/2021,76,666,CLEANERS,6664,"JANITORS, CARETAKERS AND BUILDING SUPERINTENDENTS",13,MOWING MACHINERY,LIQUIDS,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER","RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",NORTH YORK,ON,CONSTRUCTION
